,Image,Attractiveness_Score,Age_Score,Gender_Score
14658,106058045927243887653_face0.jpg,7.6,4.8,4.8
14659,106059394287421441996_face0.jpg,5.0,4.3,5.5
14660,106059448685679228167_face0.jpg,4.9,4.0,3.0
14661,106060046971676789390_1744468154_face0.jpg,5.1,6.6,7.0
14662,106060104965705765068_face0.jpg,5.3,5.7,2.3
14663,106062028621726000109_face0.jpg,5.8,7.6,6.4
14664,106062458763665149561_face0.jpg,5.8,1.7,3.8
14665,106062839746290248923_face0.jpg,3.2,2.3,3.2
14666,106063357403768065377_face0.jpg,4.5,3.0,4.4
14667,106063741681048012229_face0.jpg,5.7,7.9,7.0
14668,106064105464173528674_1744453295_face0.jpg,3.4,5.3,1.1
14669,106064499330254916107_1744436323_face0.jpg,6.0,2.2,3.1
14670,106064546471576099740_face0.jpg,4.6,7.7,6.6
14671,106064552743277820461_1744478821_face0.jpg,1.0,2.8,2.4
14672,106064575042476300268_1744440441_face0.jpg,1.0,4.9,2.7
14673,106064649861137049849_face0.jpg,3.5,6.7,7.5
14674,106064649861137049849_face1.jpg,6.1,4.2,3.3
14675,106065373709333935195_face0.jpg,4.9,4.8,3.5
14676,106065382477436373415_face0.jpg,2.3,8.0,7.5
14677,106066450972246733602_face0.jpg,5.9,7.4,5.1
14678,106067186036747543592_1744450377_face0.jpg,8.1,3.8,5.2
14679,106068460617114286098_face0.jpg,5.9,4.5,6.1
14680,106068460617114286098_face1.jpg,3.1,3.4,5.4
14681,106069196802861920218_face0.jpg,7.0,4.5,5.6
14682,106069318973576116572_face0.jpg,4.8,7.3,1.7
14683,106069483081547541184_1744446327_face0.jpg,1.6,1.0,1.2
14684,106069752291575200910_1744453249_face0.jpg,5.7,4.8,2.8
14685,106069999300720470197_face0.jpg,3.1,1.0,3.7
14686,106071596435993668436_face0.jpg,4.1,8.4,7.5
14687,106071823671586200036_face0.jpg,7.4,3.6,5.2
14688,106072257607960793982_face0.jpg,5.4,3.5,5.6
14689,106072302017986463165_face0.jpg,9.9,8.0,6.8
14690,106072568346003798040_face0.jpg,3.1,3.6,2.0
14691,106073380082452992596_1744440270_face0.jpg,6.3,3.0,4.6
14692,106074714651270752612_1744467202_face0.jpg,3.9,3.8,1.7
14693,106075427943018757123_face0.jpg,2.7,2.7,5.0
14694,106075514862987419550_1744468501_face0.jpg,1.0,4.2,1.7
14695,106075673745569030632_face0.jpg,3.1,2.1,1.2
14696,106075906707084966579_1744468847_face0.jpg,1.7,1.9,1.0
14697,106076498354341837033_face0.jpg,5.5,7.1,8.0
14698,106077004732734159474_face0.jpg,6.3,3.0,6.4
14699,106077186342316171002_1744452659_face0.jpg,4.5,7.4,1.4
14700,106078273770385830138_1744460284_face0.jpg,3.3,3.0,2.7
14701,106078422184723492968_face0.jpg,7.5,4.8,4.6
14702,106078524894257261389_face0.jpg,1.0,3.3,1.7
14703,106079068909434609457_face0.jpg,5.9,6.8,7.4
14704,106079613711766656194_face0.jpg,4.4,6.2,6.7
14705,106080107390026421403_face0.jpg,4.1,2.9,3.6
14706,106080241947257731591_1744454206_face0.jpg,7.4,7.2,8.1
14707,106080267172377963116_1744440838_face0.jpg,1.0,4.7,1.8
14708,106080896424099342587_face0.jpg,5.2,5.1,3.1
14709,106081312232220921208_face0.jpg,2.5,3.1,2.9
14710,106081665075883731783_1744470205_face0.jpg,4.9,7.3,7.9
14711,106081844820554588979_1744429432_face0.jpg,4.2,5.6,7.8
14712,106081865904381684519_1744438554_face0.jpg,6.6,6.1,8.4
14713,106082828720758174126_face0.jpg,3.1,1.0,6.3
14714,106083435996986874913_face0.jpg,7.6,3.8,5.4
14715,106084429211582945881_face0.jpg,5.5,8.7,7.4
14716,106085788913060387231_face0.jpg,6.0,6.7,8.5
14717,106086014316536404471_face0.jpg,6.7,2.6,6.3
14718,106086014316536404471_face1.jpg,6.8,4.1,6.0
14719,106086466652759787553_1744433185_face0.jpg,2.2,4.7,3.7
14720,106086702349663699763_1744446735_face0.jpg,8.5,4.9,5.5
14721,106087744640187179113_face0.jpg,5.9,8.3,7.5
14722,106088365757948906526_face0.jpg,2.3,5.4,2.3
14723,106088617690739603277_1744450008_face0.jpg,8.2,8.5,7.7
14724,106088713216629559500_face0.jpg,5.4,3.9,5.4
14725,106088713216629559500_face1.jpg,7.1,4.6,5.4
14726,106088909686035285372_face0.jpg,4.7,5.6,6.0
14727,106088986504341143470_1744473654_face0.jpg,2.7,6.8,7.1
14728,106091775451443554642_1744457669_face0.jpg,1.4,5.5,1.8
14729,106092342955805099680_face0.jpg,5.2,5.5,2.2
14730,106093474435670001853_1744430662_face0.jpg,3.7,5.9,8.1
14731,106093660549643821285_face0.jpg,1.7,4.1,1.4
14732,106093707636135283157_face0.jpg,2.5,4.7,7.0
14733,106093869593230104768_face0.jpg,6.4,8.3,8.2
14734,106094089836690189377_face0.jpg,5.2,5.9,4.3
14735,106094777678139895704_face0.jpg,7.6,7.2,2.2
14736,106095153287371087429_face0.jpg,4.3,4.9,7.5
14737,106095433144251563191_face0.jpg,5.6,9.1,7.7
14738,106095481504324477409_1744463194_face0.jpg,5.0,5.1,5.8
14739,106096374101570825055_1744455686_face0.jpg,5.4,4.7,5.1
14740,106097897801057920414_1744439479_face0.jpg,5.6,5.3,1.4
14741,106098578814025447930_face0.jpg,6.4,6.6,6.7
14742,106098679300245169357_1744474838_face0.jpg,6.3,3.9,5.8
14743,106098931626252489448_face0.jpg,5.2,7.7,6.8
14744,106099256956503162671_1744462238_face0.jpg,2.6,3.3,1.5
14745,106099543814742534274_face0.jpg,9.1,8.1,4.6
14746,106099849482174516777_1744434809_face0.jpg,3.6,7.3,7.2
14747,106100005023644494453_face0.jpg,2.0,1.5,2.9
14748,106100229951907735155_1744444342_face0.jpg,3.3,5.2,7.9
14749,106100866789407825102_1744451328_face0.jpg,3.0,4.3,4.4
14750,106101941560254149301_face0.jpg,7.8,3.7,5.5
14751,106102145000465302563_face0.jpg,5.2,5.9,8.0
14752,106102160407937543648_face0.jpg,6.7,7.6,7.6
14753,106102344013232153629_face0.jpg,5.0,6.7,7.5
14754,106102537350792930110_1744429140_face0.jpg,7.8,8.3,7.2
14755,106102816637256186810_face0.jpg,1.6,2.7,6.9
14756,106102834599141780445_face0.jpg,5.1,8.1,7.1
14757,106103015901682567792_face0.jpg,6.2,5.0,5.3
14758,106103019281941406225_face0.jpg,1.0,3.5,3.5
14759,106103694804993954437_face0.jpg,4.0,4.9,6.9
14760,106103716298643516223_face0.jpg,9.5,6.1,3.9
14761,106104048451138354378_1744465972_face0.jpg,3.5,3.6,5.0
14762,106104348439801716458_face0.jpg,7.2,9.1,7.8
14763,106104679660921111120_1744443843_face0.jpg,6.5,5.5,2.4
14764,106105021750270450428_1744437386_face0.jpg,1.0,3.3,5.9
14765,106105150546910074123_1744456154_face0.jpg,3.1,6.9,5.0
14766,106105388107764287872_face0.jpg,5.5,3.9,5.8
14767,106106949890401762357_1744468163_face0.jpg,2.5,4.3,6.0
14768,106107458802139678384_face0.jpg,7.9,3.6,4.9
14769,106107636049041077300_face0.jpg,6.4,7.2,2.2
14770,106107912810615847475_1744466321_face0.jpg,7.9,4.3,5.6
14771,106109355756106916664_1744444827_face0.jpg,7.7,7.9,8.1
14772,106109942578104452625_face0.jpg,4.9,1.3,5.7
14773,106110170786128888551_1744427391_face0.jpg,7.6,4.8,4.8
14774,106110170786128888551_1744427603_face0.jpg,7.6,4.8,4.8
14775,106110170786128888551_face0.jpg,7.6,4.8,4.8
14776,106110267826571127608_1744436349_face0.jpg,5.3,4.0,4.8
14777,106110736822366062754_face0.jpg,3.7,1.8,2.0
14778,106111115968600260661_1744431916_face0.jpg,4.8,6.1,1.7
14779,106111765981771334401_1744472929_face0.jpg,6.8,3.1,5.6
14780,106112144308644238873_face0.jpg,5.8,5.4,2.7
14781,106112692480424262419_1744478189_face0.jpg,7.7,4.2,5.0
14782,106114486115569009520_1744458362_face0.jpg,7.6,4.0,5.5
14783,106114505001146722537_face0.jpg,6.5,8.9,7.6
14784,106114624963045959464_1744441247_face0.jpg,2.9,3.9,1.8
14785,106114847987972468141_1744455608_face0.jpg,5.6,6.1,7.9
14786,106115506962876783912_face0.jpg,1.0,1.0,3.7
14787,106116701349954399948_1744441482_face0.jpg,5.9,6.1,6.3
14788,106116941184373719818_face0.jpg,4.6,5.3,3.2
14789,106117039836487920531_1744460391_face0.jpg,3.8,2.3,4.0
14790,106117092539412381233_face0.jpg,6.4,8.6,7.6
14791,106117373133874516477_face0.jpg,1.2,5.4,7.2
14792,106117529307122353858_face0.jpg,3.1,4.7,2.4
14793,106118230023155367855_1744473927_face0.jpg,7.1,4.1,4.7
14794,106118669178054233639_1744432569_face0.jpg,4.7,6.7,1.5
14795,106118789166715976257_1744467149_face0.jpg,6.5,5.5,5.6
14796,106118990475809084415_face0.jpg,1.0,1.7,1.1
14797,106119512097395028446_face0.jpg,8.5,4.0,5.4
14798,106119904172136234650_face0.jpg,7.4,3.4,5.5
14799,106121296350020867511_face0.jpg,6.2,7.6,7.6
14800,106121787096472694537_face0.jpg,5.9,5.5,4.2
14801,106122024758816714632_face0.jpg,1.0,6.9,8.0
14802,106122530829181124638_face0.jpg,2.4,5.4,6.6
14803,106122840084696980245_1744464729_face0.jpg,5.5,6.8,5.1
14804,106123253622903771074_face0.jpg,7.0,4.2,4.8
14805,106123253622903771074_face1.jpg,7.5,2.6,5.7
14806,106123253622903771074_face2.jpg,6.4,4.3,5.6
14807,106124199683127177081_1744452676_face0.jpg,3.7,3.2,3.1
14808,106124250959274114056_1744440941_face0.jpg,6.9,3.1,5.5
14809,106124581162907903288_face0.jpg,7.4,5.4,6.2
14810,106125102530689456543_face0.jpg,5.0,4.3,5.4
14811,106125200192077201576_1744464207_face0.jpg,4.7,3.2,4.6
14812,106125458040164899752_face0.jpg,3.1,4.0,4.2
14813,106126945468589663274_face0.jpg,4.9,3.9,5.5
14814,106126945468589663274_face1.jpg,4.6,4.6,4.7
14815,106126945468589663274_face2.jpg,3.9,2.4,5.0
14816,106127518617580661910_face0.jpg,5.1,7.0,7.4
14817,106127696418133392099_1744429077_face0.jpg,2.0,1.0,2.6
14818,106127696418133392099_1744429077_face1.jpg,5.7,4.9,5.9
14819,106128009314245621871_face0.jpg,3.3,6.9,7.1
14820,106128009314245621871_face1.jpg,2.3,1.0,3.9
14821,106129466535737769738_face0.jpg,2.9,3.8,2.3
14822,106129741588796059234_1744428096_face0.jpg,5.3,3.9,5.9
14823,106130471236079228966_face0.jpg,4.7,5.2,2.0
14824,106130697006423437320_1744453380_face0.jpg,4.1,7.4,2.4
14825,106130903656920117416_1744465687_face0.jpg,6.6,7.0,3.6
14826,106131336914660683587_face0.jpg,6.8,7.5,8.0
14827,106131381095711267002_face0.jpg,2.9,3.2,3.6
14828,106132302005272168374_face0.jpg,7.9,3.9,4.8
14829,106132536058658436617_face0.jpg,6.7,4.3,5.7
14830,106132536058658436617_face1.jpg,6.3,4.5,5.3
14831,106132704550362372891_1744458542_face0.jpg,8.1,5.2,4.3
14832,106132704550362372891_1744458542_face1.jpg,4.8,4.2,5.8
14833,106132930626927607781_face0.jpg,3.2,4.5,2.4
14834,106133405238453683740_face0.jpg,5.2,4.4,1.4
14835,106133513724360656782_1744445409_face0.jpg,3.6,5.3,6.4
14836,106134575661626259193_face0.jpg,1.9,5.0,1.1
14837,106135298321854236267_face0.jpg,7.2,3.6,4.8
14838,106135392580572885877_face0.jpg,7.3,5.3,5.0
14839,106137074058339813434_1744430735_face0.jpg,8.0,6.0,6.7
14840,106137145447932792601_face0.jpg,3.9,3.6,3.0
14841,106137216311750339162_face0.jpg,5.9,6.5,1.7
14842,106137403478806415827_1744452202_face0.jpg,5.7,5.9,5.9
14843,106138131541005711117_face0.jpg,8.0,4.4,5.5
14844,106139368497621755497_face0.jpg,8.0,3.8,5.9
14845,106139368497621755497_face1.jpg,6.8,3.8,6.0
14846,106139368497621755497_face2.jpg,7.4,3.9,5.9
14847,106140720050836817660_face0.jpg,10.0,7.6,1.9
14848,106140791345182012284_1744451547_face0.jpg,5.0,4.5,2.6
14849,106141391608501066609_face0.jpg,5.9,4.4,5.1
14850,106141445552228949235_1744461958_face0.jpg,4.9,6.0,4.9
14851,106141527105819053843_face0.jpg,4.2,5.4,2.8
14852,106141874608081926364_face0.jpg,3.1,5.2,2.3
14853,106143543920777192580_face0.jpg,4.9,2.9,4.9
14854,106144166195590889586_face0.jpg,3.9,3.5,5.4
14855,106144166195590889586_face1.jpg,6.4,5.2,5.3
14856,106144289075401930417_face0.jpg,2.0,1.1,2.0
14857,106144836425978491825_1744449648_face0.jpg,3.1,5.2,2.1
14858,106145951460180293759_1744440807_face0.jpg,8.1,4.8,5.1
14859,106146556614502558277_face0.jpg,6.4,8.1,2.1
14860,106146837612964712251_1744480120_face0.jpg,2.1,2.8,3.0
14861,106148067614042523725_face0.jpg,4.1,4.6,2.1
14862,106148860328644139686_face0.jpg,7.2,7.7,8.0
14863,106148860328644139686_face1.jpg,2.9,4.6,1.2
14864,106149285777560462536_1744442561_face0.jpg,4.5,5.9,3.0
14865,106149324187904194384_face0.jpg,3.2,3.0,3.8
14866,106149597151970165344_face0.jpg,2.8,7.1,7.3
14867,106149941658662132290_face0.jpg,4.6,4.9,1.6
14868,106150266022049948824_face0.jpg,1.4,2.7,1.4
14869,106151053267019744264_1744479478_face0.jpg,4.7,6.0,5.6
14870,106152422205424501352_1744471292_face0.jpg,5.6,3.4,5.6
14871,106152422205424501352_1744471292_face1.jpg,5.8,4.4,5.8
14872,106152422205424501352_1744471292_face2.jpg,6.6,4.1,5.8
14873,106152938133985953870_face0.jpg,6.8,6.9,5.5
14874,106152938133985953870_face1.jpg,5.4,3.7,2.1
14875,106153133658549849175_1744449733_face0.jpg,2.8,6.9,7.3
14876,106153566382726057501_face0.jpg,4.8,9.3,4.4
14877,106153686675536878094_1744470330_face0.jpg,6.9,4.4,5.9
14878,106154100695469344016_1744457932_face0.jpg,4.9,5.8,1.3
14879,106154497680767708133_face0.jpg,4.5,8.9,7.8
14880,106154497680767708133_face1.jpg,3.6,7.9,1.9
14881,106155720645013882393_face0.jpg,2.6,2.7,1.2
14882,106157623907907781180_1744443963_face0.jpg,6.5,9.2,7.4
14883,106158077641712862387_1744474206_face0.jpg,3.5,2.0,4.4
14884,106158777457878718954_1744444759_face0.jpg,4.4,3.0,5.5
14885,106159782032713806712_1744473469_face0.jpg,3.6,4.2,2.2
14886,106160445841906339807_face0.jpg,2.1,6.7,7.3
14887,106160576029871104259_face0.jpg,4.4,2.9,3.8
14888,106162409200748861817_1744432583_face0.jpg,4.9,8.4,8.1
14889,106162984359882366768_face0.jpg,3.7,5.5,5.0
14890,106163065991385054648_face0.jpg,3.1,4.1,5.9
14891,106163214455880735678_1744448574_face0.jpg,3.2,4.9,5.6
14892,106163214455880735678_1744448574_face1.jpg,2.1,5.7,6.2
14893,106163243613624237140_face0.jpg,7.6,3.7,5.2
14894,106163276772431070536_1744447910_face0.jpg,4.1,5.8,2.5
14895,106163753515161025959_1744459498_face0.jpg,4.3,6.1,6.5
14896,106163753515161025959_1744459498_face1.jpg,2.4,1.4,3.6
14897,106163820490548218342_1744473771_face0.jpg,4.3,4.8,2.9
14898,106164606419462914749_1744440770_face0.jpg,7.4,3.8,5.7
14899,106164632761516811129_face0.jpg,6.3,8.2,7.2
14900,106164868124663976706_face0.jpg,7.4,7.5,1.8
14901,106165411617890588540_1744431888_face0.jpg,3.1,4.9,5.8
14902,106166019799215756348_1744456912_face0.jpg,4.8,2.8,4.2
14903,106166019799215756348_1744456912_face1.jpg,4.8,5.0,5.5
14904,106166019799215756348_1744456912_face2.jpg,4.5,3.5,4.7
14905,106166115320113436643_1744466633_face0.jpg,5.2,9.1,6.2
14906,106166996974124574012_1744479903_face0.jpg,4.5,7.3,6.3
14907,106167335224919683600_face0.jpg,7.4,6.1,4.9
14908,106167758828366362200_face0.jpg,1.0,2.7,1.2
14909,106167911933052880653_face0.jpg,6.1,7.8,7.2
14910,106169142655997840829_face0.jpg,4.6,6.8,8.2
14911,106170048492709005181_1744432110_face0.jpg,2.7,4.4,2.4
14912,106170409421923359918_face0.jpg,5.7,4.8,2.5
14913,106170557761418714293_face0.jpg,7.7,3.9,4.6
14914,106171235093893144989_1744467106_face0.jpg,6.2,10.0,7.0
14915,106171424932954848629_face0.jpg,8.2,4.8,4.4
14916,106171707821975071280_face0.jpg,5.8,5.8,5.8
14917,106171707821975071280_face1.jpg,7.2,7.1,5.6
14918,106172002155699046084_face0.jpg,6.7,4.2,6.0
14919,106172070281501504161_1744472137_face0.jpg,7.0,4.3,5.5
14920,106172070281501504161_1744472137_face1.jpg,6.4,3.9,5.6
14921,106172408424022927736_1744456532_face0.jpg,5.3,8.9,7.7
14922,106172830955571917566_1744437035_face0.jpg,1.0,3.9,7.5
14923,106173233519773243091_face0.jpg,1.0,4.1,1.8
14924,106173331034471911186_1744455055_face0.jpg,6.8,4.0,5.6
14925,106174982982888050020_face0.jpg,2.8,3.0,2.6
14926,106175126468104081307_face0.jpg,5.9,4.3,5.4
14927,106175171521169638222_1744451789_face0.jpg,8.5,4.0,5.0
14928,106175504097490208570_face0.jpg,5.7,3.9,4.6
14929,106175664952326673046_face0.jpg,7.1,4.2,5.6
14930,106176183266322614786_face0.jpg,1.7,4.5,2.7
14931,106176449390665617465_1744466286_face0.jpg,3.9,9.1,4.8
14932,106177585178774680351_face0.jpg,5.8,10.0,8.3
14933,106179687190980103336_1744429832_face0.jpg,6.1,4.2,5.6
14934,106180017486514845363_face0.jpg,3.0,8.6,7.0
14935,106180487001061334145_face0.jpg,4.8,3.7,2.4
14936,106180515708679056022_face0.jpg,1.0,1.8,2.5
14937,106180723469462615033_1744464017_face0.jpg,1.8,4.7,1.4
14938,106180760615887130594_1744433696_face0.jpg,3.3,6.0,1.7
14939,106181504000728358740_1744448918_face0.jpg,4.5,6.2,2.2
14940,106182025502545754335_1744432934_face0.jpg,7.5,4.4,5.4
14941,106182056601594050269_1744431370_face0.jpg,3.9,2.1,6.2
14942,106183158682946940148_face0.jpg,6.9,6.2,7.8
14943,106183681462752409687_face0.jpg,3.6,4.0,2.5
14944,106186677084515889709_1744467899_face0.jpg,5.5,8.1,1.0
14945,106187115378676121261_face0.jpg,6.0,4.5,5.8
14946,106187500992936478848_face0.jpg,1.0,1.1,2.9
14947,106187966317947244129_1744438814_face0.jpg,6.7,4.1,5.1
14948,106188908228089629625_face0.jpg,4.7,5.4,4.4
14949,106189590137928871057_1744471205_face0.jpg,6.2,7.6,7.0
14950,106189777113394247454_face0.jpg,1.4,6.4,1.0
14951,106190436071655450556_face0.jpg,4.9,8.2,7.1
14952,106190959032763048710_face0.jpg,6.2,3.9,6.1
14953,106191054036541966150_face0.jpg,8.1,3.4,5.9
14954,106191062271525780540_face0.jpg,7.6,4.4,4.8
14955,106191380539975904682_face0.jpg,6.0,4.4,7.4
14956,106191380539975904682_face1.jpg,6.0,4.8,3.8
14957,106191703404027626152_face0.jpg,7.9,4.2,4.9
14958,106191897947487032575_1744461266_face0.jpg,4.7,5.4,8.4
14959,106192087059139459087_face0.jpg,2.9,1.0,4.4
14960,106192133262854989862_face0.jpg,7.7,4.3,5.6
14961,106192764358581886782_face0.jpg,1.0,2.5,2.3
14962,106193568369080822360_face0.jpg,4.0,8.3,5.4
14963,106193568369080822360_face1.jpg,1.2,7.2,2.7
14964,106193650473631448174_1744430400_face0.jpg,7.2,4.1,4.9
14965,106194466235899304574_face0.jpg,4.7,6.7,2.4
14966,106194567681094046937_face0.jpg,7.8,4.1,4.8
14967,106194686133092108199_1744437705_face0.jpg,4.8,3.9,3.2
14968,106195016349118681141_face0.jpg,4.9,7.2,7.9
14969,106195168643202984480_face0.jpg,5.9,3.7,5.4
14970,106195281978162578365_face0.jpg,4.0,4.2,2.2
14971,106196269139741150233_face0.jpg,5.2,4.5,5.6
14972,106196587184704193362_1744444410_face0.jpg,4.3,6.2,7.9
14973,106197297004693542143_face0.jpg,6.2,4.0,5.7
14974,106197764501636570067_face0.jpg,4.2,3.7,3.6
14975,106197764544022660069_face0.jpg,5.0,3.2,4.1
14976,106197858968409643432_1744431192_face0.jpg,3.7,4.6,1.8
14977,106198207257459093801_face0.jpg,5.1,6.7,8.5
14978,106198681613442529892_face0.jpg,5.5,2.4,5.0
14979,106199181608906687535_face0.jpg,5.0,9.0,8.0
14980,106199502535557235937_face0.jpg,8.0,4.2,5.5
14981,106199502535557235937_face1.jpg,8.0,4.5,5.5
14982,106199504259168940201_face0.jpg,9.2,7.7,8.3
14983,106199994859601434486_face0.jpg,3.1,6.7,7.5
14984,106200055966676884197_1744450549_face0.jpg,6.9,4.7,1.6
14985,106200304768248747775_face0.jpg,6.0,7.5,7.5
14986,106200926323789485379_face0.jpg,4.1,3.6,1.0
14987,106201399869444926779_1744478169_face0.jpg,3.4,4.5,9.2
14988,106201740167032490691_1744451364_face0.jpg,5.9,4.2,6.2
14989,106202018715234957048_1744436253_face0.jpg,5.6,6.2,2.4
14990,106203440519924042774_face0.jpg,6.9,7.3,7.7
14991,106203800266272252276_face0.jpg,3.8,3.2,5.1
14992,106203951865508609747_1744443211_face0.jpg,7.4,4.0,5.1
14993,106205074582422023282_face0.jpg,3.9,3.7,2.3
14994,106205644281661439623_face0.jpg,8.2,9.4,8.2
14995,106206452577799849583_face0.jpg,7.4,4.4,5.1
14996,106206874584343414142_1744444033_face0.jpg,7.7,4.4,4.8
14997,106207498367725957863_1744469404_face0.jpg,6.7,9.8,6.6
14998,106207507932936616527_1744447271_face0.jpg,2.8,5.4,1.1
14999,106207844847013972763_face0.jpg,5.1,6.9,8.1
15000,106209066227512724416_face0.jpg,1.2,3.0,4.0
15001,106209327077425391059_face0.jpg,9.3,7.7,8.1
15002,106210016858685749929_1744449707_face0.jpg,4.2,7.1,3.4
15003,106210704218048891032_face0.jpg,2.5,1.2,2.9
15004,106211045534384071291_face0.jpg,5.4,7.1,8.2
15005,106211121542954571512_face0.jpg,4.4,3.9,5.3
15006,106211412990220368270_face0.jpg,3.3,4.7,7.3
15007,106211416904716144965_face0.jpg,7.1,2.8,4.5
15008,106211986110944274499_face0.jpg,3.6,4.8,5.2
15009,106212515381428823056_face0.jpg,7.1,4.1,4.7
15010,106212842631174553823_face0.jpg,6.3,7.1,1.5
15011,106212959143321607318_face0.jpg,4.0,8.7,8.1
15012,106214053048470546010_1744477474_face0.jpg,3.3,3.8,7.3
15013,106214414562481389993_face0.jpg,1.0,4.7,6.7
15014,106214597182795758731_face0.jpg,3.7,2.9,4.4
15015,106214677712543198039_1744455854_face0.jpg,4.7,4.7,7.0
15016,106215546096352409119_1744432712_face0.jpg,8.5,4.6,5.7
15017,106215560702355738003_face0.jpg,1.0,3.2,2.8
15018,106216322543113953262_1744448073_face0.jpg,4.8,5.9,1.0
15019,106216845231850604093_1744458249_face0.jpg,4.8,3.5,5.0
15020,106216845231850604093_1744458249_face1.jpg,5.0,4.3,5.6
15021,106217139583740239602_1744452346_face0.jpg,1.8,5.5,5.7
15022,106217212770451808123_1744456507_face0.jpg,5.0,6.0,7.3
15023,106217698642956230129_face0.jpg,1.6,2.5,2.5
15024,106217924771974868178_1744463083_face0.jpg,5.6,6.0,3.8
15025,106218337123940926062_face0.jpg,5.6,3.7,5.8
15026,106218337123940926062_face1.jpg,4.9,3.7,3.8
15027,106218337123940926062_face2.jpg,6.7,4.0,5.4
15028,106218752898854153681_1744446662_face0.jpg,3.0,5.8,6.8
15029,106218888497846926072_face0.jpg,6.3,3.5,6.4
15030,106220171205639297541_face0.jpg,7.9,5.9,7.4
15031,106220181397636451745_face0.jpg,5.9,7.1,7.8
15032,106220444646415754845_1744431947_face0.jpg,5.6,6.2,2.5
15033,106221562393464218891_1744462287_face0.jpg,3.1,5.1,1.3
15034,106221626229189397910_1744474178_face0.jpg,5.7,7.0,1.2
15035,106221631556016766146_face0.jpg,7.6,8.5,1.7
15036,106222333038899111056_face0.jpg,5.8,5.9,4.5
15037,106222405816041214292_face0.jpg,8.1,4.7,5.9
15038,106222724677827307445_face0.jpg,3.4,6.1,1.5
15039,106222726416274361670_face0.jpg,5.7,7.9,1.7
15040,106224089445158959138_face0.jpg,6.7,3.9,2.3
15041,106224194929271981227_1744432412_face0.jpg,6.8,3.1,5.9
15042,106224194929271981227_1744432412_face1.jpg,8.0,4.3,5.7
15043,106224304131539235388_1744460074_face0.jpg,4.5,4.5,5.9
15044,106224582215255555067_face0.jpg,6.0,3.0,4.4
15045,106225275335842920185_1744476121_face0.jpg,5.8,4.4,5.6
15046,106228481812499646949_face0.jpg,1.5,2.9,6.4
15047,106228501552700916229_face0.jpg,5.7,6.4,3.0
15048,106228604768998383271_face0.jpg,5.2,4.1,6.0
15049,106228724824876375314_face0.jpg,7.7,5.9,8.6
15050,106228978380039332896_1744455471_face0.jpg,5.5,7.2,5.1
15051,106229135417773002867_face0.jpg,8.3,7.5,7.6
15052,106229937461306645888_face0.jpg,6.3,7.7,8.1
15053,106230519695205492344_face0.jpg,5.2,8.4,8.0
15054,106231362785454043013_1744454733_face0.jpg,6.1,3.3,4.3
15055,106231604206570657499_face0.jpg,7.7,4.0,4.6
15056,106231706075338725387_face0.jpg,6.2,3.2,4.9
15057,106233560835047617863_face0.jpg,4.7,4.6,4.7
15058,106233607311774200731_face0.jpg,4.0,6.0,8.1
15059,106233713241882136243_face0.jpg,7.1,9.7,7.7
15060,106234020360525461452_1744430392_face0.jpg,2.8,4.4,2.9
15061,106234683457421798065_1744429044_face0.jpg,1.8,4.7,7.8
15062,106234875768628697686_face0.jpg,6.4,8.6,7.6
15063,106234991713600772020_1744466080_face0.jpg,6.0,6.5,2.5
15064,106234991713600772020_1744466080_face1.jpg,8.1,4.9,5.1
15065,106235457854718652054_face0.jpg,3.6,2.2,5.8
15066,106235869294815218879_face0.jpg,7.5,3.6,4.8
15067,106235869294815218879_face1.jpg,5.9,4.6,5.9
15068,106235869294815218879_face2.jpg,4.0,5.0,3.7
15069,106236820921016942990_1744438435_face0.jpg,6.3,4.5,5.7
15070,106236820921016942990_1744438435_face1.jpg,4.5,4.5,6.2
15071,106238088409510290638_face0.jpg,3.4,6.3,7.1
15072,106238991584066906037_face0.jpg,5.3,10.0,7.1
15073,106239222340067350210_1744476177_face0.jpg,4.5,8.7,7.5
15074,106240513920440506482_1744445279_face0.jpg,7.3,4.6,4.9
15075,106241399984372118379_face0.jpg,2.3,5.1,2.5
15076,106241564010128840813_face0.jpg,5.7,4.0,5.4
15077,106242003718148839338_face0.jpg,7.3,3.8,4.3
15078,106243056867262203146_face0.jpg,1.3,3.2,2.3
15079,106243783690879883329_face0.jpg,8.1,4.7,4.7
15080,106243783690879883329_face1.jpg,5.5,5.0,5.6
15081,106245147299224118091_1744445830_face0.jpg,6.5,3.9,3.5
15082,106245279533644611751_1744466450_face0.jpg,2.2,3.5,2.7
15083,106246671344941822048_face0.jpg,4.9,4.7,4.8
15084,106246836860700508729_face0.jpg,1.0,4.3,1.3
15085,106247644303960000428_face0.jpg,7.4,4.3,6.0
15086,106249212521411052582_face0.jpg,2.1,4.9,8.3
15087,106250616698899224011_1744479454_face0.jpg,4.3,6.6,8.1
15088,106250878952652110140_face0.jpg,5.7,4.1,5.5
15089,106251991122393441274_1744449531_face0.jpg,4.8,3.4,4.4
15090,106252307534945302268_face0.jpg,4.2,3.7,5.9
15091,106252307534945302268_face1.jpg,4.0,3.9,6.0
15092,106252363790223615540_1744449175_face0.jpg,7.5,3.1,6.0
15093,106252888488735871526_face0.jpg,3.3,8.0,7.5
15094,106254017735764335679_1744448711_face0.jpg,5.2,5.2,3.0
15095,106254017735764335679_1744448711_face1.jpg,5.4,5.9,6.5
